Term	TF	IDF
10.1559	0.000074	0.000000
10.5729c10.8851	0.000037	0.000000
9.84375	0.000074	0.000000
11.2497	0.000074	0.000000
8.95833	0.000074	0.000000
7.91667c11.2497	0.000037	0.000000
6.875	0.000074	0.000000
10.8851	0.000037	0.000000
5.98958	0.000074	0.000000
5.26042c9.42676	0.000037	0.000000
4.53125	0.000074	0.000000
8.54134	0.000037	0.000000
4.16667	0.000221	0.000000
4.16667c6.45801	0.000037	0.000000
5.57259	0.000037	0.000000
4.84342	0.000074	0.000000
5.26042c4.11426	0.000037	0.000000
3.74967	0.000074	0.000000
7.91667c3.74967	0.000037	0.000000
4.11426	0.000037	0.000000
10.5729c5.57259	0.000037	0.000000
6.45801	0.000037	0.000000
11.6667z	0.000037	0.000000
headersearchmobiletoggler__text	0.000037	0.000000
js-search-mob	0.000037	0.000000
js-search-autotyping-mob	0.000037	0.000000
найти	0.000074	0.000000
молоко	0.000110	0.000000
_search	0.000037	0.000000
form	0.000110	0.000000
action=	0.000037	0.000000
/search/	0.000037	0.000000
headersearchblock	0.000037	0.000000
js-vv21-search	0.000037	0.000000
_fullscreen	0.000037	0.000000
js-search-top-container-block	0.000037	0.000000
_suggest	0.000037	0.000000
data-page=	0.000037	0.000000
1	0.000405	0.000000
data-id-search=	0.000037	0.000000
0195b530-9c98-7dc7-88ef-a694ea883f2d	0.000037	4.624973
input	0.001289	0.000000
js-vv21-search-page__input	0.000037	0.000000
page	0.000037	0.000000
value=	0.001399	0.000000
headersearchblock__top	0.000037	0.000000
headersearchblock__back	0.000037	0.000000
js-vv21-search-modal-closer	0.000037	0.000000
headersearchblock__backimg	0.000037	0.000000
ic-svg-arrow-left	0.000037	0.000000
headersearchblock__row	0.000037	0.000000
headersearchblock__col	0.000074	0.000000
_section	0.000037	0.000000
headersearchblockselectsection	0.000037	0.000000
js-vv21-search-section-select	0.000037	0.000000
headersearchblockselectsection__title	0.000037	0.000000
поиск	0.000074	0.000000
headersearchblockselectsection__toggler	0.000037	0.000000
js-vv21-search-section-select__toggler	0.000037	0.000000
headersearchblockselectsection__togglerinner	0.000037	0.000000
_desktop-sm	0.001547	0.000000
_tablet-lg	0.000295	0.000000
js-vv21-search-section-select__toggler-text	0.000037	0.000000
по	0.000295	0.000000
товарам	0.000074	0.000000
headersearchblockselectsection__togglerimg	0.000037	0.000000
m3.30074	0.000037	0.000000
4.3l0.700744	0.000037	0.000000
1.7c0.384078	0.000037	0.000000
0.313411	0.000037	0.000000
0.488744	0.000037	0.000000
0.613c0.663411	0.000037	0.000000
0.975745	0.000037	0.000000
1.42574	0.000037	0.000000
0h6.57574c7.02574	0.000037	0.000000
7.33808	0.000037	0.000000
7.51274	0.000037	0.000000
0.613c7.68808	0.000037	0.000000
7.61741	0.000037	0.000000
7.30074	0.000037	0.000000
1.7l4.70074	0.000037	0.000000
4.3c4.60074	0.000037	0.000000
4.49241	0.000037	0.000000
4.37574	0.000037	0.000000
4.525c4.25908	0.000037	0.000000
4.13408	0.000037	0.000000
4.00074	0.000037	0.000000
4.6c3.86741	0.000037	0.000000
3.74241	0.000037	0.000000
3.62574	0.000037	0.000000
4.525c3.50908	0.000037	0.000000
3.40074	0.000037	0.000000
3.30074	0.000037	0.000000
headersearchblockselectsection__dropdown	0.000037	0.000000
js-vv21-search-section-select__dropdown	0.000037	0.000000
headersearchblockselectsection__dropdownbg	0.000037	0.000000
js-vv21-search-section-select__dropdown-closer	0.000074	0.000000
headersearchblockselectsection__dropdowninner	0.000037	0.000000
headersearchblockselectsection__dropdowntop	0.000037	0.000000
headersearchblockselectsection__dropdowntitle	0.000037	0.000000
раздел	0.000037	0.000000
headersearchblockselectsection__dropdowncloser	0.000037	0.000000
headersearchblockselectsection__dropdowncloserimg	0.000037	0.000000
10	0.000442	0.000000
icon-cross	0.000110	0.000000
headersearchblockselectsection__dropdownbody	0.000037	0.000000
headersearchblockselectsection__dropdownitem	0.000147	0.000000
_desktop-xsm	0.000147	0.000000
_selected	0.000037	0.000000
js-vv21-search-section-select__dropdown-item	0.000147	0.000000
data-placeholder=	0.000147	0.000000
data-value=	0.000147	0.000000
products	0.000074	0.000000
товары	0.000110	0.000000
рецептам	0.000037	0.000000
recipes	0.000074	0.000000
рецепты	0.000221	0.000000
щам	0.000037	0.000000
media	0.000110	0.000000
прочему	0.000037	0.000000
pages	0.000368	0.000000
прочее	0.000074	0.000000
headersearchblockselectsection__dropdownfooter	0.000037	0.000000
headersearchblockselectsection__dropdownbtn	0.000037	0.000000
js-vv21-search-section-select__dropdown-choice-btn	0.000037	0.000000
показать	0.000074	0.000000
select	0.000037	0.000000
headersearchblockselectsection__select	0.000037	0.000000
js-vv21-search-section-select__select	0.000037	0.000000
option	0.000147	0.000000
selected=	0.000037	0.000000
selected	0.000037	0.000000
/option	0.000147	0.000000
/select	0.000037	0.000000
_input	0.000074	0.000000
headersearchblock__inputwrp	0.000037	0.000000
headersearchblock__btnsearchimg	0.000037	0.000000
js-vv21-seacrh__icon-btn	0.000037	0.000000
36	0.000147	0.000000
m24.4	0.000037	0.000000
26.3l18.8	0.000037	0.000000
20.7c18.3	0.000037	0.000000
21.1	0.000037	0.000000
17.725	0.000037	0.000000
21.4167	0.000037	0.000000
17.075	0.000074	0.000000
21.65c16.425	0.000037	0.000000
21.8833	0.000037	0.000000
15.7333	0.000037	0.000000
22	0.000737	0.000000
22c13.1833	0.000037	0.000000
11.6458	0.000037	0.000000
21.3708	0.000037	0.000000
10.3875	0.000074	0.000000
20.1125c9.12917	0.000037	0.000000
18.8542	0.000037	0.000000
8.5	0.000147	0.000000
17.3167	0.000037	0.000000
15.5c8.5	0.000037	0.000000
13.6833	0.000110	0.000000
9.12917	0.000037	0.000000
12.1458	0.000074	0.000000
10.8875c11.6458	0.000037	0.000000
9.62917	0.000074	0.000000
13.1833	0.000037	0.000000
9	0.000368	0.000000
9c16.8167	0.000037	0.000000
18.3542	0.000037	0.000000
19.6125	0.000037	0.000000
10.8875c20.8708	0.000037	0.000000
21.5	0.000110	0.000000
15.5c21.5	0.000037	0.000000
16.2333	0.000037	0.000000
21.3833	0.000037	0.000000
16.925	0.000037	0.000000
21.15	0.000037	0.000000
17.575c20.9167	0.000037	0.000000
18.225	0.000037	0.000000
20.6	0.000037	0.000000
18.8	0.000037	0.000000
20.2	0.000037	0.000000
19.3l25.825	0.000037	0.000000
24.925c26.0083	0.000037	0.000000
25.1083	0.000037	0.000000
26.1	0.000110	0.000000
25.3333	0.000037	0.000000
25.6c26.1	0.000037	0.000000
25.8667	0.000037	0.000000
26	0.000110	0.000000
25.8	0.000037	0.000000
26.3c25.6167	0.000037	0.000000
26.4833	0.000074	0.000000
25.3833	0.000037	0.000000
26.575	0.000074	0.000000
25.1	0.000037	0.000000
26.575c24.8167	0.000037	0.000000
24.5833	0.000037	0.000000
24.4	0.000037	0.000000
26.3zm15	0.000037	0.000000
20c16.25	0.000037	0.000000
17.3125	0.000037	0.000000
19.5625	0.000110	0.000000
18.1875	0.000074	0.000000
18.6875c19.0625	0.000037	0.000000
17.8125	0.000074	0.000000
19.5	0.000221	0.000000
15.5c19.5	0.000037	0.000000
14.25	0.000184	0.000000
19.0625	0.000037	0.000000
13.1875	0.000074	0.000000
12.3125c17.3125	0.000037	0.000000
11.4375	0.000074	0.000000
16.25	0.000110	0.000000
11c13.75	0.000037	0.000000
12.6875	0.000037	0.000000
11.8125	0.000110	0.000000
12.3125c10.9375	0.000037	0.000000
15.5c10.5	0.000037	0.000000
10.9375	0.000037	0.000000
18.6875c12.6875	0.000037	0.000000
13.75	0.000037	0.000000
20z	0.000037	0.000000
text	0.000110	0.000000
headersearchblock__input	0.000037	0.000000
js-vv21-search__search-input	0.000074	0.000000
js-search-autotyping	0.000037	0.000000
autocomplete=	0.000074	0.000000
off	0.000074	0.000000
q	0.000037	0.000000
placeholder=	0.000074	0.000000
headersearchblock__btnclear	0.000037	0.000000
js-vv21-search__clear-search	0.000037	0.000000
headersearchblock__btnclearinner	0.000037	0.000000
headersearchblock__btnclearimg	0.000037	0.000000
js-address-loader	0.000037	0.000000
cartbutton__loader	0.000074	0.000000
right	0.000110	0.000000
6px	0.000037	0.000000
auto	0.000110	0.000000
spinner	0.000074	0.000000
headersearchblock__fullbody	0.000037	0.000000
js-vv21-search-sugg	0.000037	0.000000
clickclosesearchsuggest	0.000037	0.000000
vv_modalcloser	0.000258	0.000000
_w32	0.000037	0.000000
js-vv21-search-closer	0.000037	0.000000
vv_modalcloser__closerimg	0.000258	0.000000
xmlns=	0.000700	0.000000
http	0.001105	0.000000
//www.w3.org/2000/svg	0.000700	0.000000
m10	0.000037	0.000000
11.2292l5.97918	0.000037	0.000000
15.25c5.81251	0.000037	0.000000
15.4167	0.000110	0.000000
5.61112	0.000037	0.000000
15.4965	0.000037	0.000000
5.37501	0.000037	0.000000
15.4896c5.1389	0.000037	0.000000
15.4826	0.000037	0.000000
4.93751	0.000037	0.000000
15.3958	0.000110	0.000000
4.77084	0.000110	0.000000
15.2292c4.60418	0.000037	0.000000
15.0625	0.000074	0.000000
4.52084	0.000074	0.000000
14.8576	0.000037	0.000000
14.6146c4.52084	0.000037	0.000000
14.3715	0.000037	0.000000
4.60418	0.000074	0.000000
14.1667	0.000184	0.000000
14l8.77084	0.000037	0.000000
10l4.75001	0.000037	0.000000
5.97917c4.58334	0.000037	0.000000
5.8125	0.000074	0.000000
4.50348	0.000037	0.000000
5.60764	0.000074	0.000000
4.51043	0.000037	0.000000
5.36458c4.51737	0.000037	0.000000
4.91667	0.000074	0.000000
4.75c4.93751	0.000037	0.000000
4.58333	0.000147	0.000000
5.14237	0.000037	0.000000
4.5	0.000221	0.000000
5.38543	0.000037	0.000000
4.5c5.62848	0.000037	0.000000
5.83334	0.000037	0.000000
6.00001	0.000037	0.000000
4.75l10	0.000037	0.000000
8.77083l14.0208	0.000037	0.000000
4.75c14.1875	0.000037	0.000000
14.3924	0.000037	0.000000
14.6354	0.000074	0.000000
4.5c14.8785	0.000037	0.000000
15.0833	0.000037	0.000000
15.25	0.000110	0.000000
4.75c15.4167	0.000037	0.000000
15.5	0.000295	0.000000
5.36458c15.5	0.000037	0.000000
5.97917l11.2292	0.000037	0.000000
10l15.25	0.000037	0.000000
14.0208c15.4167	0.000037	0.000000
14.1875	0.000074	0.000000
14.3889	0.000037	0.000000
14.625c15.5	0.000037	0.000000
14.8611	0.000037	0.000000
15.2292c15.0833	0.000037	0.000000
14.8785	0.000037	0.000000
15.4792	0.000184	0.000000
15.4792c14.3924	0.000037	0.000000
14.0208	0.000037	0.000000
15.2292l10	0.000037	0.000000
11.2292z	0.000037	0.000000
currentcolor	0.000074	0.000000
headersearchblocksuggestscroll	0.000037	0.000000
headersearchblock__fullscroll	0.000037	0.000000
verticalscroll	0.000074	0.000000
_wopadding	0.000037	0.000000
js-vv21-search-sugg-scroll	0.000037	0.000000
headersearchblocksuggest	0.000037	0.000000
verticalscrollinner	0.000074	0.000000
js-vv21-search-sugg-contnr	0.000074	0.000000
data-buttonload=	0.000037	0.000000
/form	0.000110	0.000000
headersearchblock__backdrop	0.000037	0.000000
js-vv24-search__backdrop	0.000037	0.000000
_btn	0.000147	0.000000
_cart	0.000147	0.000000
js-vv23-header-dropdown__basket	0.000037	0.000000
/cart/	0.000074	0.000000
universmainicbtn	0.000074	0.000000
js-delivery__basketheader	0.000037	0.000000
deliverybasket__stateempty	0.000037	0.000000
shopheaderbasketclick	0.000037	0.000000
корзина	0.000110	0.000000
universmainicbtn__imgwrp	0.000074	0.000000
universmainicbtn__img	0.000110	0.000000
_cart-empty	0.000110	0.000000
25	0.000589	0.000000
m7.5	0.000037	0.000000
22c6.95	0.000037	0.000000
21.8042	0.000442	0.000000
6.0875	0.000074	0.000000
21.4125c5.69583	0.000037	0.000000
21.0208	0.000442	0.000000
5.5	0.000074	0.000000
20.55	0.000442	0.000000
20c5.5	0.000037	0.000000
19.45	0.000552	0.000000
5.69583	0.000037	0.000000
18.9792	0.000442	0.000000
18.5875c6.47917	0.000037	0.000000
18.1958	0.000442	0.000000
6.95	0.000037	0.000000
7.5	0.000295	0.000000
18c8.05	0.000037	0.000000
8.52083	0.000037	0.000000
8.9125	0.000074	0.000000
18.5875c9.30417	0.000037	0.000000
9.5	0.000147	0.000000
20c9.5	0.000037	0.000000
9.30417	0.000037	0.000000
21.4125c8.52083	0.000037	0.000000
8.05	0.000074	0.000000
22zm17.5	0.000037	0.000000
22c16.95	0.000037	0.000000
16.0875	0.000147	0.000000
21.4125c15.6958	0.000037	0.000000
20c15.5	0.000037	0.000000
15.6958	0.000037	0.000000
18.5875c16.4792	0.000037	0.000000
16.95	0.000037	0.000000
18c18.05	0.000037	0.000000
18.5208	0.000037	0.000000
18.9125	0.000074	0.000000
18.5875c19.3042	0.000037	0.000000
20c19.5	0.000037	0.000000
19.3042	0.000037	0.000000
21.4125c18.5208	0.000037	0.000000
18.05	0.000037	0.000000
22zm6.65	0.000037	0.000000
6l9.05	0.000037	0.000000
11h16.05l18.8	0.000037	0.000000
6h6.65zm7.5	0.000037	0.000000
17c6.75	0.000037	0.000000
17	0.000368	0.000000
6.18333	0.000037	0.000000
16.6708	0.000110	0.000000
5.8	0.000037	0.000000
16.0125c5.41667	0.000037	0.000000
15.3542	0.000110	0.000000
5.4	0.000037	0.000000
14.7	0.000110	0.000000
5.75	0.000110	0.000000
14.05l7.1	0.000037	0.000000
11.6l3.5	0.000037	0.000000
4h2.475c2.19167	0.000037	0.000000
1.95833	0.000037	0.000000
3.90417	0.000110	0.000000
1.775	0.000037	0.000000
3.7125c1.59167	0.000037	0.000000
3.52083	0.000110	0.000000
1.5	0.000626	0.000000
3.28333	0.000110	0.000000
3c1.5	0.000037	0.000000
2.71667	0.000110	0.000000
1.59583	0.000037	0.000000
2.47917	0.000110	0.000000
1.7875	0.000037	0.000000
2.2875c1.97917	0.000037	0.000000
2.09583	0.000110	0.000000
2.21667	0.000037	0.000000
2h4.125c4.30833	0.000037	0.000000
4.48333	0.000037	0.000000
2.05	0.000110	0.000000
4.65	0.000037	0.000000
2.15c4.81667	0.000037	0.000000
2.25	0.000110	0.000000
4.94167	0.000037	0.000000
2.39167	0.000110	0.000000
5.025	0.000037	0.000000
2.575l5.7	0.000037	0.000000
4h20.45c20.9	0.000037	0.000000
21.2083	0.000037	0.000000
21.375	0.000037	0.000000
4.5c21.5417	0.000037	0.000000
4.83333	0.000110	0.000000
21.5333	0.000110	0.000000
5.18333	0.000110	0.000000
21.35	0.000037	0.000000
5.55l17.8	0.000037	0.000000
11.95c17.6167	0.000037	0.000000
17.375	0.000037	0.000000
12.5417	0.000110	0.000000
12.725c16.775	0.000037	0.000000
12.9083	0.000110	0.000000
16.4333	0.000037	0.000000
16.05	0.000110	0.000000
13h8.6l7.5	0.000037	0.000000
15h18.525c18.8083	0.000037	0.000000
19.0417	0.000037	0.000000
15.0958	0.000110	0.000000
19.225	0.000110	0.000000
15.2875c19.4083	0.000037	0.000000
15.7167	0.000110	0.000000
16c19.5	0.000037	0.000000
16.2833	0.000110	0.000000
19.4042	0.000037	0.000000
16.5208	0.000110	0.000000
19.2125	0.000037	0.000000
16.7125c19.0208	0.000037	0.000000
16.9042	0.000110	0.000000
18.7833	0.000037	0.000000
18.5	0.000037	0.000000
17h7.5z	0.000037	0.000000
_cart-full	0.000110	0.000000
m7.00003	0.000037	0.000000
22.0405c6.45003	0.000037	0.000000
22.0405	0.000147	0.000000
5.9792	0.000037	0.000000
21.8447	0.000147	0.000000
5.58753	0.000074	0.000000
21.453c5.19586	0.000037	0.000000
21.0614	0.000147	0.000000
5.00003	0.000074	0.000000
20.5905	0.000147	0.000000
20.0405c5.00003	0.000037	0.000000
19.4905	0.000147	0.000000
5.19586	0.000037	0.000000
19.0197	0.000147	0.000000
18.628c5.9792	0.000037	0.000000
18.2364	0.000147	0.000000
6.45003	0.000037	0.000000
18.0405	0.000147	0.000000
7.00003	0.000074	0.000000
18.0405c7.55003	0.000037	0.000000
8.02086	0.000037	0.000000
8.41253	0.000074	0.000000
18.628c8.8042	0.000037	0.000000
9.00003	0.000074	0.000000
20.0405c9.00003	0.000037	0.000000
8.8042	0.000037	0.000000
21.453c8.02086	0.000037	0.000000
7.55003	0.000037	0.000000
22.0405zm17	0.000037	0.000000
22.0405c16.45	0.000037	0.000000
15.9792	0.000037	0.000000
15.5875	0.000074	0.000000
21.453c15.1959	0.000037	0.000000
20.0405c15	0.000037	0.000000
15.1959	0.000037	0.000000
18.628c15.9792	0.000037	0.000000
16.45	0.000110	0.000000
18.0405c17.55	0.000037	0.000000
18.0209	0.000037	0.000000
18.4125	0.000074	0.000000
18.628c18.8042	0.000037	0.000000
19	0.000221	0.000000
20.0405c19	0.000037	0.000000
18.8042	0.000037	0.000000
21.453c18.0209	0.000037	0.000000
17.55	0.000037	0.000000
22.0405zm7.00003	0.000037	0.000000
17.0405c6.25003	0.000037	0.000000
17.0405	0.000074	0.000000
5.68336	0.000037	0.000000
16.7114	0.000037	0.000000
5.30003	0.000037	0.000000
16.053c4.9167	0.000037	0.000000
15.3947	0.000037	0.000000
4.90003	0.000037	0.000000
14.7405	0.000037	0.000000
5.25003	0.000037	0.000000
14.0905l6.60003	0.000037	0.000000
11.6405l3.00003	0.000037	0.000000
4.04053h1.97503c1.6917	0.000037	0.000000
4.04053	0.000074	0.000000
1.45836	0.000037	0.000000
3.94469	0.000037	0.000000
1.27503	0.000037	0.000000
3.75303c1.0917	0.000037	0.000000
3.56136	0.000037	0.000000
1.00003	0.000074	0.000000
3.32386	0.000037	0.000000
3.04053c1.00003	0.000037	0.000000
2.75719	0.000037	0.000000
1.09586	0.000037	0.000000
2.51969	0.000037	0.000000
1.28753	0.000037	0.000000
2.32803c1.4792	0.000037	0.000000
2.13636	0.000037	0.000000
1.7167	0.000037	0.000000
2.04053	0.000074	0.000000
2.00003	0.000037	0.000000
2.04053h3.62503c3.80836	0.000037	0.000000
3.98336	0.000037	0.000000
2.09053	0.000037	0.000000
4.15003	0.000037	0.000000
2.19053c4.3167	0.000037	0.000000
2.29053	0.000037	0.000000
4.4417	0.000037	0.000000
2.43219	0.000037	0.000000
4.52503	0.000037	0.000000
2.61553l5.20003	0.000037	0.000000
4.04053h19.95c20.4	0.000037	0.000000
20.7084	0.000037	0.000000
4.20719	0.000037	0.000000
20.875	0.000037	0.000000
4.54053c21.0417	0.000037	0.000000
4.87386	0.000037	0.000000
21.0334	0.000037	0.000000
5.22386	0.000037	0.000000
20.85	0.000037	0.000000
5.59053l17.3	0.000037	0.000000
11.9905c17.1167	0.000037	0.000000
12.3239	0.000037	0.000000
16.875	0.000037	0.000000
12.5822	0.000037	0.000000
16.575	0.000037	0.000000
12.7655c16.275	0.000037	0.000000
12.9489	0.000037	0.000000
15.9334	0.000037	0.000000
13.0405	0.000037	0.000000
15.55	0.000037	0.000000
13.0405h8.10003l7.00003	0.000037	0.000000
15.0405h18.025c18.3084	0.000037	0.000000
15.0405	0.000037	0.000000
18.5417	0.000037	0.000000
15.1364	0.000037	0.000000
18.725	0.000037	0.000000
15.328c18.9084	0.000037	0.000000
15.5197	0.000037	0.000000
15.7572	0.000037	0.000000
16.0405c19	0.000037	0.000000
16.3239	0.000037	0.000000
18.9042	0.000037	0.000000
16.5614	0.000037	0.000000
18.7125	0.000037	0.000000
16.753c18.5209	0.000037	0.000000
16.9447	0.000037	0.000000
18.2834	0.000037	0.000000
17.0405h7.00003z	0.000037	0.000000
universmainicbtn__text	0.000110	0.000000
_label	0.000074	0.000000
js-delivery__basket	0.000037	0.000000
totals_products-price	0.000074	0.000000
_profile	0.000074	0.000000
header-profile-column	0.000037	0.000000
js-header-login-btn	0.000037	0.000000
_base_loader	0.000037	0.000000
m5.85	0.000037	0.000000
17.1c6.7	0.000037	0.000000
7.65	0.000037	0.000000
15.9375	0.000074	0.000000
8.7	0.000074	0.000000
15.5625c9.75	0.000037	0.000000
15.1875	0.000074	0.000000
10.85	0.000037	0.000000
12	0.000589	0.000000
15c13.15	0.000037	0.000000
15.3	0.000074	0.000000
15.5625c16.35	0.000037	0.000000
17.3	0.000074	0.000000
18.15	0.000037	0.000000
17.1c18.7333	0.000037	0.000000
16.4167	0.000074	0.000000
19.1875	0.000037	0.000000
15.6417	0.000074	0.000000
19.5125	0.000037	0.000000
14.775c19.8375	0.000037	0.000000
13.9083	0.000074	0.000000
12.9833	0.000110	0.000000
12c20	0.000037	0.000000
9.78333	0.000074	0.000000
19.2208	0.000037	0.000000
7.89583	0.000110	0.000000
17.6625	0.000037	0.000000
6.3375c16.1042	0.000037	0.000000
4.77917	0.000074	0.000000
14.2167	0.000037	0.000000
4c9.78333	0.000037	0.000000
6.3375	0.000110	0.000000
6.3375c4.77917	0.000037	0.000000
12c4	0.000037	0.000000
4.1625	0.000074	0.000000
4.4875	0.000037	0.000000
14.775c4.8125	0.000037	0.000000
5.26667	0.000037	0.000000
5.85	0.000037	0.000000
17.1zm12	0.000037	0.000000
13c11.0167	0.000037	0.000000
12.6625	0.000110	0.000000
9.5125	0.000074	0.000000
11.9875c8.8375	0.000037	0.000000
11.3125	0.000074	0.000000
10.4833	0.000074	0.000000
9.5c8.5	0.000037	0.000000
8.51667	0.000074	0.000000
8.8375	0.000037	0.000000
7.6875	0.000074	0.000000
7.0125c10.1875	0.000037	0.000000
11.0167	0.000037	0.000000
6c12.9833	0.000037	0.000000
13.8125	0.000037	0.000000
14.4875	0.000074	0.000000
7.0125c15.1625	0.000037	0.000000
9.5c15.5	0.000037	0.000000
15.1625	0.000037	0.000000
11.9875c13.8125	0.000037	0.000000
13zm12	0.000037	0.000000
22c10.6167	0.000037	0.000000
9.31667	0.000147	0.000000
21.7375	0.000110	0.000000
8.1	0.000074	0.000000
21.2125c6.88333	0.000037	0.000000
20.6875	0.000110	0.000000
5.825	0.000110	0.000000
19.975	0.000110	0.000000
4.925	0.000074	0.000000
19.075c4.025	0.000037	0.000000
18.175	0.000110	0.000000
3.3125	0.000110	0.000000
17.1167	0.000110	0.000000
2.7875	0.000074	0.000000
15.9c2.2625	0.000037	0.000000
14.6833	0.000147	0.000000
13.3833	0.000110	0.000000
12c2	0.000037	0.000000
10.6167	0.000110	0.000000
2.2625	0.000110	0.000000
8.1c3.3125	0.000037	0.000000
6.88333	0.000110	0.000000
4.025	0.000110	0.000000
4.925c5.825	0.000037	0.000000
2.7875c9.31667	0.000037	0.000000
2c13.3833	0.000037	0.000000
15.9	0.000074	0.000000
2.7875c17.1167	0.000037	0.000000
19.075	0.000074	0.000000
4.925c19.975	0.000037	0.000000
21.2125	0.000074	0.000000
8.1c21.7375	0.000037	0.000000
12c22	0.000037	0.000000
15.9c20.6875	0.000037	0.000000
19.075c18.175	0.000037	0.000000
21.2125c14.6833	0.000037	0.000000
22zm12	0.000037	0.000000
20c12.8833	0.000037	0.000000
13.7167	0.000037	0.000000
19.8708	0.000074	0.000000
14.5	0.000147	0.000000
19.6125c15.2833	0.000037	0.000000
19.3542	0.000074	0.000000
18.9833	0.000074	0.000000
16.65	0.000037	0.000000
18.5c16	0.000037	0.000000
18.0167	0.000074	0.000000
15.2833	0.000037	0.000000
17.6458	0.000074	0.000000
17.3875c13.7167	0.000037	0.000000
17.1292	0.000074	0.000000
12.8833	0.000037	0.000000
17c11.1167	0.000037	0.000000
10.2833	0.000037	0.000000
17.3875c8.71667	0.000037	0.000000
7.35	0.000037	0.000000
18.5c8	0.000037	0.000000
8.71667	0.000037	0.000000
19.6125c10.2833	0.000037	0.000000
11.1167	0.000037	0.000000
20zm12	0.000037	0.000000
11c12.4333	0.000037	0.000000
12.7917	0.000037	0.000000
10.8583	0.000110	0.000000
13.075	0.000074	0.000000
10.575c13.3583	0.000037	0.000000
10.2917	0.000110	0.000000
13.5	0.000074	0.000000
9.93333	0.000074	0.000000
9.5c13.5	0.000037	0.000000
9.06667	0.000074	0.000000
13.3583	0.000037	0.000000
8.70833	0.000110	0.000000
8.425c12.7917	0.000037	0.000000
8.14167	0.000074	0.000000
12.4333	0.000037	0.000000
8c11.5667	0.000037	0.000000
11.2083	0.000110	0.000000
10.925	0.000074	0.000000
8.425c10.6417	0.000037	0.000000
9.5c10.5	0.000037	0.000000
10.6417	0.000037	0.000000
10.575c11.2083	0.000037	0.000000
11.5667	0.000037	0.000000
11z	0.000037	0.000000
войти	0.000184	0.000000
headerdropdown__content	0.000037	0.000000
js-vv23-header-dropdown__content	0.000037	0.000000
headerdropdown__outer	0.000037	0.000000
headersubmenu	0.000037	0.000000
vv_ddfriendship20	0.000037	0.000000
js-advantage-for-join-block	0.000037	0.000000
vv_ddfriendship20__header	0.000037	0.000000
vv_ddfriendship20__title	0.000037	0.000000
h4_desktop	0.000037	0.000000
h3_tablet	0.000037	0.000000
h3_mobile	0.000037	0.000000
картой	0.000074	0.000000
выгоднее	0.000037	0.000000
vv_ddfriendship20__subtitle	0.000037	0.000000
авторизуйтесь	0.000074	0.000000
номеру	0.000037	0.000000
телефона	0.000037	0.000000
найдём	0.000037	0.000000
вашу	0.000037	0.000000
карту	0.000037	0.000000
лояльности	0.000184	0.000000
или	0.000147	0.000000
создадим	0.000037	0.000000
новую	0.000037	0.000000
вы	0.000074	0.000000
сможете	0.000037	0.000000
ul	0.000221	0.000000
vv_ddfriendship20__list	0.000037	0.000000
li	0.001178	0.000000
vv_ddfriendship20__listitem	0.000147	0.000000
_sale	0.000037	0.000000
vv_ddfriendship20__listitemrow	0.000147	0.000000
vv_ddfriendship20__listitemcol	0.000295	0.000000
vv_ddfriendship20__listitemimg	0.000147	0.000000
m7.99998	0.000037	0.000000
13.1765c10.7158	0.000037	0.000000
13.1765	0.000074	0.000000
8.79135	0.000037	0.000000
3.8719c16	0.000037	0.000000
2.45079	0.000074	0.000000
15.172	0.000037	0.000000
12.0522	0.000037	0.000000
0c8.93233	0.000037	0.000000
7.99998	0.000110	0.000000
2.85195	0.000074	0.000000
2.85195c7.99998	0.000037	0.000000
7.06933	0.000037	0.000000
3.94947	0.000037	0.000000
0c0.829619	0.000037	0.000000
3.8719c0	0.000037	0.000000
8.78648	0.000037	0.000000
5.28584	0.000037	0.000000
13.1765z	0.000037	0.000000
назначать	0.000037	0.000000
скидку	0.000037	0.000000
%	0.000442	0.000000
любимый	0.000110	0.000000
продукт	0.000110	0.000000
/li	0.001178	0.000000
ellipse	0.000074	0.000000
cx=	0.000074	0.000000
3.01192	0.000037	0.000000
cy=	0.000074	0.000000
rx=	0.000405	0.000000
3.0119	0.000074	0.000000
ry=	0.000074	0.000000
30bc64	0.000110	0.000000
11.0436	0.000037	0.000000
rect	0.000405	0.000000
2.50574	0.000037	0.000000
16.182	0.000037	0.000000
transform=	0.000147	0.000000
matrix	0.000037	0.000000
0.761665	0.000037	0.000000
0.647971	0.000037	0.000000
-0.650945	0.000037	0.000000
0.759125	0.000037	0.000000
11.3874	0.000037	0.000000
получать	0.000037	0.000000
персональных	0.000037	0.000000
скидок	0.000037	0.000000
каждый	0.000037	0.000000
день	0.000037	0.000000
m17.3885	0.000037	0.000000
11.1803l11.2448	0.000037	0.000000
11.1676l11.2856	0.000037	0.000000
2.56514l16.8798	0.000037	0.000000
2.57709c18.6853	0.000037	0.000000
2.58005	0.000037	0.000000
19.6606	0.000037	0.000000
3.69792	0.000037	0.000000
19.6544	0.000037	0.000000
5.01955c19.6522	0.000037	0.000000
5.61231	0.000037	0.000000
19.3471	0.000037	0.000000
6.21684	0.000037	0.000000
18.8837	0.000037	0.000000
6.67403c19.5625	0.000037	0.000000
7.03301	0.000037	0.000000
20.1434	0.000037	0.000000
7.83757	0.000037	0.000000
20.1428	0.000037	0.000000
8.67371c20.1333	0.000037	0.000000
10.1484	0.000037	0.000000
